http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010838A&q=1&yr=2010,"Department of Finance Canada","Andrew Kalotay",6010838A,2008-01-25,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-01-25 to 2011-03-31",,379937.25,"This contract includes one or more amendments. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000016&q=4&yr=2009,"Department of Finance Canada","FMC PROFESSIONALS INC.",4000016,2009-08-04,"813 TEMPORARY HELP SERVICES","2009-08-04 to 2010-03-31",,82877.93,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract includes one or more amendments. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6013814&q=4&yr=2009,"Department of Finance Canada","RJF COMMUNICATIONS",6013814,2009-10-05,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2009-10-05 to 2010-12-31",,76655.00,"This contract was competitively sourced. This contract includes one or more amendments."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=600749160A&q=4&yr=2009,"Department of Finance Canada","COSSETTE COMMUNICATIONS INC.",600749160A,2009-10-13,"301 ADVERTISING SERVICES","2009-10-13 to 2010-03-31",,4960462.61,"This contract was awarded by Public Works and Government Services Canada. This contract was competitively sourced. This contract includes one or more amendments."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6013895&q=4&yr=2009,"Department of Finance Canada","LISA CORMIER ET ASSOCIES",6013895,2009-11-16,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2009-11-16 to 2010-12-31",,10500.00,"This contract was sole-sourced. This contract includes one or more amendments."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6013957&q=4&yr=2009,"Department of Finance Canada","THE LOWE MARTIN GROUP",6013957,2009-11-28,"311 PUBLISHING SERVICES","2009-11-28 to 2009-12-04",,45982.55,"This contract was competitively sourced. This contract includes one or more amendments."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000068&q=4&yr=2009,"Department of Finance Canada","THE HALIFAX GROUP",4000068,2009-12-02,"472 INFORMATION TECHNOLOGY CONSULTANTS","2009-12-02 to 2011-03-31",,189000.00,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced. This contract includes one or more amendments. This contract is a multi-year contract."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6013984&q=4&yr=2009,"Department of Finance Canada","TECHNOLOGIES EXCELLIUM INC.",6013984,2009-12-10,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2009-12-10 to 2010-02-28",,111550.20,"This contract was competitively sourced. This contract includes one or more amendments."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007490264&q=4&yr=2009,"Department of Finance Canada","IPSOS-REID CORPORATION",6007490264,2009-12-29,"341 COMMUNICATIONS RESEARCH SERVICES","2009-12-29 to 2010-03-31",,124240.20,"Not previously disclosed. This contract was awarded by Public Works and Government Services Canada. This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract includes one or more amendments."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000079&q=4&yr=2009,"Department of Finance Canada","ALTIS HUMAN RESOURCES",4000079,2009-12-29,"813 TEMPORARY HELP SERVICES","2009-12-29 to 2010-06-30",,37800.01,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract includes one or more amendments. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8024408&q=4&yr=2009,"Department of Finance Canada",IBFD,8024408,2010-01-01,"812 COMPUTER SERVICES","2010-01-01 to 2010-12-31",,13366.38,"This contract was sole-sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8024570&q=4&yr=2009,"Department of Finance Canada","INSIGHT SOFTWARE CANADA LTD.",8024570,2010-01-01,"1228 COMPUTER SOFTWARE",,2010-01-01,18908.40,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000081&q=4&yr=2009,"Department of Finance Canada","APS-Antian Professional Services",4000081,2010-01-04,"813 TEMPORARY HELP SERVICES","2010-01-04 to 2010-06-30",,19720.97,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract includes one or more amendments. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=P90778/8&q=4&yr=2009,"Department of Finance Canada","OPTIMA COMMUNICATION",P90778/8,2010-01-04,"311 PUBLISHING SERVICES","2010-01-04 to 2010-01-12",,10655.19,"This contract was sole sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000077&q=4&yr=2009,"Department of Finance Canada","SPEARHEAD MANAGEMENT CANADA LTD.",4000077,2010-01-04,"472 INFORMATION TECHNOLOGY CONSULTANTS","2010-01-04 to 2010-03-31",,53550.00,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000085&q=4&yr=2009,"Department of Finance Canada","PROLOGIC SYSTEMS LTD",4000085,2010-01-06,"813 TEMPORARY HELP SERVICES","2010-01-06 to 2010-04-13",,19118.93,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract includes one or more amendments. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6014011&q=4&yr=2009,"Department of Finance Canada","&Eacute;COLE DE LANGUE LA CIT&Eacute;",6014011,2010-01-07,"447 TUITION FEES AND COSTS OF ATTENDING COURSES","2010-01-07 to 2011-03-31",,66150.00,"This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6014025&q=4&yr=2009,"Department of Finance Canada","ANDREW KALOTAY",6014025,2010-01-11,"491 MANAGEMENT CONSULTING","2010-01-11 to 2010-04-30",,16342.20,"This contract was sole-sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000096&q=4&yr=2009,"Department of Finance Canada","CALIAN LTD",4000096,2010-01-12,"472 INFORMATION TECHNOLOGY CONSULTANTS","2010-01-12 to 2010-03-31",,48037.50,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000088&q=4&yr=2009,"Department of Finance Canada","VERITAAQ TECHNOLOGY HOUSE INC.",4000088,2010-01-12,"472 INFORMATION TECHNOLOGY CONSULTANTS","2010-01-12 to 2010-03-31",,13650.00,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000093&q=4&yr=2009,"Department of Finance Canada","MSC MAPLESOFT CONSULTING INC.",4000093,2010-01-13,"472 INFORMATION TECHNOLOGY CONSULTANTS","2010-01-13 to 2010-03-31",,21577.50,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6014041&q=4&yr=2009,"Department of Finance Canada","BUREAU VAN DIJK",6014041,2010-01-18,"812 COMPUTER SERVICES","2010-01-18 to 2011-01-17",,16524.80,"This contract was sole-sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000094&q=4&yr=2009,"Department of Finance Canada","AJILON CONSULTING",4000094,2010-01-18,"472 INFORMATION TECHNOLOGY CONSULTANTS","2010-01-18 to 2010-06-30",,24786.30,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced. This contract includes one or more amendments."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6014052&q=4&yr=2009,"Department of Finance Canada","BELL CANADA",6014052,2010-01-20,"311 PUBLISHING SERVICES","2010-01-20 to 2011-01-19",,23625.00,"This contract was sole-sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6014055&q=4&yr=2009,"Department of Finance Canada","ERNST &amp; YOUNG",6014055,2010-01-22,"492 RESEARCH SERVICES","2010-01-22 to 2010-02-28",,23940.00,"This contract was sole-sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8024647&q=4&yr=2009,"Department of Finance Canada","DUOCOM OTTAWA",8024647,2010-01-22,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL",,2010-01-22,12966.61,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000087&q=4&yr=2009,"Department of Finance Canada","IAN MARTIN LTD.",4000087,2010-01-25,"813 TEMPORARY HELP SERVICES","2010-01-25 to 2010-10-29",,164750.07,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000097&q=4&yr=2009,"Department of Finance Canada","STRATEGIC RELATIONSHIPS SOLUTIONS",4000097,2010-01-25,"472 INFORMATION TECHNOLOGY CONSULTANTS","2010-01-25 to 2010-06-30",,36382.50,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract contains one or more amendments.This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6014062&q=4&yr=2009,"Department of Finance Canada","WATERSTONE STRATEGIES INC.",6014062,2010-01-26,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2010-01-26 to 2010-03-16",,12102.50,"This contract was sole-sourced. This contract includes one or more amendments."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000089&q=4&yr=2009,"Department of Finance Canada","VERITAAQ TECHNOLOGY HOUSE INC.",4000089,2010-01-27,"472 INFORMATION TECHNOLOGY CONSULTANTS","2010-01-27 to 2010-06-04",,25200.00,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract contains one or more amendments.This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6014068&q=4&yr=2009,"Department of Finance Canada","UNIVERSITY OF TORONTO",6014068,2010-01-29,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2010-01-29 to 2010-03-04",,10000.00,"This contract was sole-sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007490261&q=4&yr=2009,"Department of Finance Canada","EBSCO CANADA LTD",6007490261,2010-02-01,"812 COMPUTER SERVICES","2010-02-01 to 2011-01-31",,39931.50,"Le pr&eacute;sent march&eacute; est une commande subs&eacute;quente &agrave; un outil d&#39;acquisition de Travaux publics et Services gouvernementaux Canada. Le pr&eacute;sent march&eacute; a &eacute;t&eacute; adjug&eacute; &agrave; un fournisseur unique."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8024606&q=4&yr=2009,"Department of Finance Canada","GARTNER CANADA",8024606,2010-02-01,"812 COMPUTER SERVICES","2010-02-01 to 2011-01-31",,25515.00,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8024680&q=4&yr=2009,"Department of Finance Canada","652685 ONTARIO LTD.",8024680,2010-02-02,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2010-02-02 to 2010-04-30",,13125.00,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced. This contract includes one or more amendments."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6014079&q=4&yr=2009,"Department of Finance Canada","CATHRO KANTOR CORPORATION",6014079,2010-02-03,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2010-02-03 to 2011-03-31",,15750.00,"This contract was sole-sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000100&q=4&yr=2009,"Department of Finance Canada","PHIRELIGHT E-BUSINESS SOLUTIONS INC",4000100,2010-02-03,"472 INFORMATION TECHNOLOGY CONSULTANTS","2010-02-03 to 2010-03-31",,23593.50,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007490202&q=4&yr=2009,"Department of Finance Canada","DRIVING FORCE",6007490202,2010-02-04,"540 RENTAL OF MOTOR AND OTHER VEHICLES","2010-02-04 to 2010-02-08",,63345.05,"This contract was awarded by Public Works and Government Services Canada. This contract was sole-sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007490301&q=4&yr=2009,"Department of Finance Canada","BUSINESS EVENT SOLUTIONS",6007490301,2010-02-04,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2010-02-04 to 2010-05-31",,95031.56,"This contract was awarded by Public Works and Government Services Canada. This contract was competitively sourced. This contract is a call-up against a Public Works and Government Services Canada procurement tool."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007490337&q=4&yr=2009,"Department of Finance Canada",HARRIS/DECIMA,6007490337,2010-02-05,"341 COMMUNICATIONS RESEARCH SERVICES","2010-02-05 to 2010-03-31",,52407.06,"This contract was awarded by Public Works and Government Services Canada. This contract was competitively sourced. This contract is a call-up against a Public Works and Government Services Canada procurement tool."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8024683&q=4&yr=2009,"Department of Finance Canada","AJILON CONSULTING",8024683,2010-02-10,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2010-02-10 to 2010-03-31",,34587.00,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=4000104&q=4&yr=2009,"Department of Finance Canada","VERITAAQ TECHNOLOGY HOUSE INC.",4000104,2010-02-16,"472 INFORMATION TECHNOLOGY CONSULTANTS","2010-02-16 to 2010-03-31",,10500.00,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8024767A&q=4&yr=2009,"Department of Finance Canada","SPACESAVER MOBILE SHELVING SYSTEMS",8024767A,2010-02-17,"1231 OFFICE FURNITURE AND FURNISHINGS",,2010-02-17,28234.50,"This contract is a call-up against a Public Works and Government Services Canada procurement tool. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6014106&q=4&yr=2009,"Department of Finance Canada","KNOWLEDGE CIRCLE",6014106,2010-02-22,"447 TUITION FEES AND COSTS OF ATTENDING COURSES","2010-02-22 to 2010-04-20",,11041.76,"This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6014114&q=4&yr=2009,"Department of Finance Canada","CENTER FOR GLOBAL DEVELOPMENT",6014114,2010-02-22,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2010-02-22 to 2010-06-30",,24587.71,"This contract was sole-sourced."
